context_id,calibration_id,source_name,title,calibration_type,expected_indicator_focus,ref_country,matched_keywords,context_text,previous_sentence,target_sentence,next_sentence,N_content,IDI_raw,IDI_percent,EMI_raw,EMI_percent,MTI_raw,MTI_percent,EVI_raw,EVI_norm,S_r,salience_label,IP_context,IP_abs_context,quality_flags,language,notes,anchor_status,IDI_percentile,IDI_empirical_level,EMI_percentile,EMI_empirical_level,MTI_percentile,MTI_empirical_level,IP_percentile,IP_empirical_level,IP_abs_percentile,IP_abs_empirical_level,IDI_raw_interpretation,EMI_raw_interpretation,MTI_raw_interpretation,IP_context_interpretation,IP_abs_context_interpretation
cal_doc_manual_standard_political_news_set_000015_000015__China__006,cal_local_manual_standard_political_news_set_000015_000015,Manual Standard Political News Set,,standard_political_news,mixed,China,China,"Both sides are aiming to reach a trade agreement by November. - SOUTH CHINA MORNING POST
Follow us on our official
WhatsApp channel
for breaking news alerts and key updates! Tags / Keywords:
SCMP
,
China
,
US
,
Politics
,
Revamp
Report a mistake
What is the issue about? Spelling and grammatical
                                                            error
Factually incorrect
Story is irrelevant
This field is mandatory.","The delegation, which will hold talks on Thursday and Friday, is not expected to take up the issue of visas.","- SOUTH CHINA MORNING POST
Follow us on our official
WhatsApp channel
for breaking news alerts and key updates! Tags / Keywords:
SCMP
,
China
,
US
,
Politics
,
Revamp
Report a mistake
What is the issue about?",Please provide details of the report.,42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000015_000015__China__007,cal_local_manual_standard_political_news_set_000015_000015,Manual Standard Political News Set,,standard_political_news,mixed,China,China; Chinese; Hong Kong,"Thank you for your report! Related News
Aseanplus News
05 May 2026
Ultra-low-priced tours exploiting mainland Chinese visitors survive despite crackdown
China
05 Oct 2025
SCMP special: Is China’s J-35 fighter jet stealthier than the US’ F-35? Aseanplus News
11 Oct 2025
How Chow Yun-fat became a Hong Kong cinema superstar without losing his humility - A special profile from SCMP",Please re-try again.,"Related News
Aseanplus News
05 May 2026
Ultra-low-priced tours exploiting mainland Chinese visitors survive despite crackdown
China
05 Oct 2025
SCMP special: Is China’s J-35 fighter jet stealthier than the US’ F-35? Aseanplus News
11 Oct 2025
How Chow Yun-fat became a Hong Kong cinema superstar without losing his humility - A special profile from SCMP",,42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000015_000015__USA__001,cal_local_manual_standard_political_news_set_000015_000015,Manual Standard Political News Set,,standard_political_news,mixed,USA,American; US; Washington,"Source: The Star
Region: Malaysia
Title: Chinese envoy warns against sowing ‘fear and hostility’ as US plans visa revamp
URL: https://www.thestar.com.my/aseanplus/aseanplus-news/2025/08/31/chinese-envoy-warns-against-sowing-fear-and-hostility-as-us-plans-visa-revamp
Date: Sunday, 31 Aug 2025

                                                 | 6:45 PM MYT
Year: 2025

Beijing’s top diplomat in Washington on Wednesday warned against undermining of people-to-people relations just hours after the US government proposed a
sweeping revamp of visa rules
for foreign students, scholars and media citing national security risks. “Going forward, we need to bring our people closer, rather than sow fear and hostility,” China’s ambassador to the US
Xie Feng
said during an event commemorating Chinese and American soldiers who fought together for Allied forces during World War II. “We need to encourage and facilitate travels and people-to-people exchanges, rather than erect barriers,” Feng added.",,"Source: The Star
Region: Malaysia
Title: Chinese envoy warns against sowing ‘fear and hostility’ as US plans visa revamp
URL: https://www.thestar.com.my/aseanplus/aseanplus-news/2025/08/31/chinese-envoy-warns-against-sowing-fear-and-hostility-as-us-plans-visa-revamp
Date: Sunday, 31 Aug 2025

                                                 | 6:45 PM MYT
Year: 2025

Beijing’s top diplomat in Washington on Wednesday warned against undermining of people-to-people relations just hours after the US government proposed a
sweeping revamp of visa rules
for foreign students, scholars and media citing national security risks. “Going forward, we need to bring our people closer, rather than sow fear and hostility,” China’s ambassador to the US
Xie Feng
said during an event commemorating Chinese and American soldiers who fought together for Allied forces during World War II.","“We need to promote win-win cooperation, make the list of cooperation longer ...",99,0.0,0.0,0.020202,2.0202,0.0,0.0,2,0.4,1.0,central_actor,0.408081,0.408081,,en,,upper_anchor,96.58,extreme,100.0,extreme,91.58,high,93.16,high,91.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0202 corresponds to the 100th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.4081 corresponds to the 93th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.4081 corresponds to the 91th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000015_000015__USA__002,cal_local_manual_standard_political_news_set_000015_000015,Manual Standard Political News Set,,standard_political_news,mixed,USA,Biden; Trump; US; United States,"“We need to promote win-win cooperation, make the list of cooperation longer ... rather than seek decoupling and turn back the will of history.”
A new US Department of Homeland Security proposed rule on Wednesday sought to cap mainland Chinese journalists’ stays in the US at 90 days, with a 240-day limit for media from the special administrative regions of Hong Kong and Macau, and other countries. Visa holders may apply for extensions. For all international students and scholars on F and J visas, the visa periods would be no longer than four years, the proposed rule said, adding that the significant increase in entries on F, J and I visas posed “a challenge to the department’s ability to monitor and oversee these non-immigrants while they are in the US”. The document cited examples of “abuse” and “fraud” by Chinese nationals, including the recent arrest of a Chinese scholar at the University of Michigan on charges of trying to smuggle a noxious fungus into the US. The scholar “allegedly received Chinese government funding for her work on this pathogen and is a loyal member of the Chinese Communist Party”, the DHS said in the proposed rule. The rule was earlier introduced by the previous
Donald Trump
administration in 2020, but it was withdrawn by the administration of then-president Joe Biden in 2021. The public will have 30 days to comment on the measure. Two people familiar with the matter said China was seeking clarity on how the proposed rule would affect its students, scholars and journalists, amid ongoing concerns over the “harassment” of Chinese nationals by US immigration officers. According to the Chinese side, many Chinese students coming to study in the US have faced questions about their political allegiance at US Customs. Since Trump’s first term from 2017 to 2021, the US has moved to limit academic ties with China over concerns that these educational links could give Beijing a technological advantage. Feng in his speech on Wednesday urged that the two sides support “people in continuing to cultivate goodwill and interact and collaborate with each other”. The development comes a day after Trump told reporters that it was an “honour” to host Chinese students and that he planned to admit 600,000 new Chinese students. A survey by the Institute of International Education, sponsored by the US State Department, found that fewer than 300,000 Chinese students were studying in the US during the 2023-24 school year. This marked a sharp decline from a peak of 370,000 in 2019, during Trump’s first term. India has now overtaken China as the top source of international students in the United States. The number of Indian students reached 331,602 in the same period. After returning to office in January, Trump has taken a tough stance on both legal and illegal immigration. Last week, the State Department said over 6,000 foreign students have had their visas revoked since he took office.","“We need to encourage and facilitate travels and people-to-people exchanges, rather than erect barriers,” Feng added.","rather than seek decoupling and turn back the will of history.”
A new US Department of Homeland Security proposed rule on Wednesday sought to cap mainland Chinese journalists’ stays in the US at 90 days, with a 240-day limit for media from the special administrative regions of Hong Kong and Macau, and other countries. For all international students and scholars on F and J visas, the visa periods would be no longer than four years, the proposed rule said, adding that the significant increase in entries on F, J and I visas posed “a challenge to the department’s ability to monitor and oversee these non-immigrants while they are in the US”. The document cited examples of “abuse” and “fraud” by Chinese nationals, including the recent arrest of a Chinese scholar at the University of Michigan on charges of trying to smuggle a noxious fungus into the US. The rule was earlier introduced by the previous
Donald Trump
administration in 2020, but it was withdrawn by the administration of then-president Joe Biden in 2021. Two people familiar with the matter said China was seeking clarity on how the proposed rule would affect its students, scholars and journalists, amid ongoing concerns over the “harassment” of Chinese nationals by US immigration officers. According to the Chinese side, many Chinese students coming to study in the US have faced questions about their political allegiance at US Customs. Since Trump’s first term from 2017 to 2021, the US has moved to limit academic ties with China over concerns that these educational links could give Beijing a technological advantage. The development comes a day after Trump told reporters that it was an “honour” to host Chinese students and that he planned to admit 600,000 new Chinese students. A survey by the Institute of International Education, sponsored by the US State Department, found that fewer than 300,000 Chinese students were studying in the US during the 2023-24 school year. This marked a sharp decline from a peak of 370,000 in 2019, during Trump’s first term. India has now overtaken China as the top source of international students in the United States. After returning to office in January, Trump has taken a tough stance on both legal and illegal immigration.","It also said it was reviewing more than 55 million visa holders for possible deportation based on overstaying, criminal activity or links to terrorism.",274,0.00365,0.365,0.002433,0.2433,0.0,0.0,4,0.8,1.0,central_actor,0.804866,0.804866,,en,,extreme_anchor,97.11,extreme,89.47,high,91.58,high,99.47,extreme,99.47,extreme,IDI_raw = 0.0037 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0024 corresponds to the 89th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.8049 corresponds to the 99th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.8049 corresponds to the 99th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000015_000015__USA__003,cal_local_manual_standard_political_news_set_000015_000015,Manual Standard Political News Set,,standard_political_news,mixed,USA,American; US; Washington,"It also said it was reviewing more than 55 million visa holders for possible deportation based on overstaying, criminal activity or links to terrorism. In May, Secretary of State Marco Rubio said the US would begin “aggressively” revoking visas for Chinese students in sensitive fields. By June, the US and China reached a mini-deal. China agreed to resume rare earth exports, and in return, the US cut some tariffs – which had reached 145 per cent in April – and allowed Chinese students access to American universities. A Chinese trade delegation, led by the country’s top trade negotiator Li Chenggang, is arriving in Washington late on Wednesday to meet their US counterparts, according to a person familiar with the issue. The delegation, which will hold talks on Thursday and Friday, is not expected to take up the issue of visas.","Last week, the State Department said over 6,000 foreign students have had their visas revoked since he took office.","In May, Secretary of State Marco Rubio said the US would begin “aggressively” revoking visas for Chinese students in sensitive fields. By June, the US and China reached a mini-deal. China agreed to resume rare earth exports, and in return, the US cut some tariffs – which had reached 145 per cent in April – and allowed Chinese students access to American universities. A Chinese trade delegation, led by the country’s top trade negotiator Li Chenggang, is arriving in Washington late on Wednesday to meet their US counterparts, according to a person familiar with the issue.",Both sides are aiming to reach a trade agreement by November.,87,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,secondary_actor,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000015_000015__USA__004,cal_local_manual_standard_political_news_set_000015_000015,Manual Standard Political News Set,,standard_political_news,mixed,USA,US,"Both sides are aiming to reach a trade agreement by November. - SOUTH CHINA MORNING POST
Follow us on our official
WhatsApp channel
for breaking news alerts and key updates! Tags / Keywords:
SCMP
,
China
,
US
,
Politics
,
Revamp
Report a mistake
What is the issue about? Spelling and grammatical
                                                            error
Factually incorrect
Story is irrelevant
This field is mandatory.","The delegation, which will hold talks on Thursday and Friday, is not expected to take up the issue of visas.","- SOUTH CHINA MORNING POST
Follow us on our official
WhatsApp channel
for breaking news alerts and key updates! Tags / Keywords:
SCMP
,
China
,
US
,
Politics
,
Revamp
Report a mistake
What is the issue about?",Please provide details of the report.,42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000015_000015__USA__005,cal_local_manual_standard_political_news_set_000015_000015,Manual Standard Political News Set,,standard_political_news,mixed,USA,US,"Thank you for your report! Related News
Aseanplus News
05 May 2026
Ultra-low-priced tours exploiting mainland Chinese visitors survive despite crackdown
China
05 Oct 2025
SCMP special: Is China’s J-35 fighter jet stealthier than the US’ F-35? Aseanplus News
11 Oct 2025
How Chow Yun-fat became a Hong Kong cinema superstar without losing his humility - A special profile from SCMP",Please re-try again.,"Related News
Aseanplus News
05 May 2026
Ultra-low-priced tours exploiting mainland Chinese visitors survive despite crackdown
China
05 Oct 2025
SCMP special: Is China’s J-35 fighter jet stealthier than the US’ F-35?",,42,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000016_000016__USA__001,cal_local_manual_standard_political_news_set_000016_000016,Manual Standard Political News Set,,standard_political_news,mixed,USA,Congress,"Source: The Star
Region: Malaysia
Title: Uncertainty surrounds Rafizi's role at PKR congress in JB
URL: https://www.thestar.com.my/news/nation/2025/05/18/uncertainty-surrounds-rafizi039s-role-at-pkr-congress-in-petaling-jaya
Date: Sunday, 18 May 2025

                                                 | 4:14 PM MYT
Year: 2025

PETALING JAYA: Questions are now hanging over whether incumbent deputy PKR president Datuk Seri Rafizi Ramli will officiate the party's Wanita and Youth National congress later this month. On Sunday (May 18), PKR Youth chief Adam Adli reportedly confirmed receiving a copy of Rafizi’s letter to PKR president Anwar Ibrahim declining an invitation to officiate the wings' congress. PKR secretary-general Fuziah Salleh, when asked about Rafizi's attendance at the May 22 event, said, ""it is not confirmed yet.""
According to party sources, Rafizi sent a letter to Anwar Ibrahim declining to attend the party’s launching ceremony on May 22 in Johor Baru.",,"Source: The Star
Region: Malaysia
Title: Uncertainty surrounds Rafizi's role at PKR congress in JB
URL: https://www.thestar.com.my/news/nation/2025/05/18/uncertainty-surrounds-rafizi039s-role-at-pkr-congress-in-petaling-jaya
Date: Sunday, 18 May 2025

                                                 | 4:14 PM MYT
Year: 2025

PETALING JAYA: Questions are now hanging over whether incumbent deputy PKR president Datuk Seri Rafizi Ramli will officiate the party's Wanita and Youth National congress later this month. On Sunday (May 18), PKR Youth chief Adam Adli reportedly confirmed receiving a copy of Rafizi’s letter to PKR president Anwar Ibrahim declining an invitation to officiate the wings' congress.","""We are trying to persuade him to attend the officiating ceremony.",97,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,secondary_actor,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000016_000016__USA__002,cal_local_manual_standard_political_news_set_000016_000016,Manual Standard Political News Set,,standard_political_news,mixed,USA,Congress,"""We are trying to persuade him to attend the officiating ceremony. In the party, the tradition has been that the deputy president will officiate the Youth and Wanita congress. So, we are trying to continue that practice,"" said the source.","PKR secretary-general Fuziah Salleh, when asked about Rafizi's attendance at the May 22 event, said, ""it is not confirmed yet.""
According to party sources, Rafizi sent a letter to Anwar Ibrahim declining to attend the party’s launching ceremony on May 22 in Johor Baru.","In the party, the tradition has been that the deputy president will officiate the Youth and Wanita congress.","The formal letter, allegedly by Rafizi, stated, ""Regretfully, I wish to inform you that I do not intend to accept this invitation.""
There is also speculation that Rafizi's refusal to attend the PKR events in Johor on May 22 was due to Sabah PKR not inviting him for its election machinery launch in Kota Kinabalu on Saturday (May 17).",20,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000016_000016__USA__003,cal_local_manual_standard_political_news_set_000016_000016,Manual Standard Political News Set,,standard_political_news,mixed,USA,Congress; US,"It was reported that at least 21 of 25 PKR branches in Sabah are backing Nurul Izzah and Datuk Seri Amiruddin Shari, who will be going for PKR vice presidency. The Youth and Wanita National congress will take place on May 22 before the main PKR national congress. The central PKR elections will take place on May 23. Follow us on our official
WhatsApp channel
for breaking news alerts and key updates! Tags / Keywords:
Rafizi Ramli
,
PKR Congress
,
Anwar Ibrahim
,
Sabah
,
Jelajah Hiruk
,
Nurul Izzah
,
Youth and Wanita Congress
,
PKR Elections
,
Johor Bahru
,
Party Unity
Report a mistake
What is the issue about? Spelling and grammatical
                                                            error
Factually incorrect
Story is irrelevant
This field is mandatory.","It is about staying consistent, building unity, and earning trust over time,"" she said.","The Youth and Wanita National congress will take place on May 22 before the main PKR national congress. Follow us on our official
WhatsApp channel
for breaking news alerts and key updates! Tags / Keywords:
Rafizi Ramli
,
PKR Congress
,
Anwar Ibrahim
,
Sabah
,
Jelajah Hiruk
,
Nurul Izzah
,
Youth and Wanita Congress
,
PKR Elections
,
Johor Bahru
,
Party Unity
Report a mistake
What is the issue about?",Please provide details of the report.,78,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000017_000017__USA__001,cal_local_manual_standard_political_news_set_000017_000017,Manual Standard Political News Set,,standard_political_news,mixed,USA,Pentagon; Trump; US; United States; Washington,"Source: The Star
Region: Malaysia
Title: US Navy turns to AI firm Domino for options to counter Iranian mines
URL: https://www.thestar.com.my/news/world/2026/05/01/us-navy-turns-to-ai-firm-domino-for-options-to-counter-iranian-mines
Date: Friday, 01 May 2026

                                                 | 6:12 PM MYT
Year: 2026

FILE PHOTO: Aerial view of the United States military headquarters, the Pentagon, September 28, 2008. REUTERS/Jason Reed/File Photo
WASHINGTON, May 1 (Reuters) - The ⁠U.S. Navy is ramping up its AI capabilities to hunt for Iranian mines in ⁠the Strait of Hormuz, one of the world's most critical shipping lanes, a recently ‌awarded contract shows. President Donald Trump has said the U.S. Navy is clearing Iranian mines from the strait, a vital sea route for oil shipments, whose disruption is increasingly threatening the global economy.",,"Source: The Star
Region: Malaysia
Title: US Navy turns to AI firm Domino for options to counter Iranian mines
URL: https://www.thestar.com.my/news/world/2026/05/01/us-navy-turns-to-ai-firm-domino-for-options-to-counter-iranian-mines
Date: Friday, 01 May 2026

                                                 | 6:12 PM MYT
Year: 2026

FILE PHOTO: Aerial view of the United States military headquarters, the Pentagon, September 28, 2008. REUTERS/Jason Reed/File Photo
WASHINGTON, May 1 (Reuters) - The ⁠U.S. President Donald Trump has said the U.S.",Sweeping for underwater explosives could take months despite ​a tenuous ceasefire between the U.S.,85,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,secondary_actor,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000017_000017__USA__002,cal_local_manual_standard_political_news_set_000017_000017,Manual Standard Political News Set,,standard_political_news,mixed,USA,US; Washington,"Robinson illustrated the relevance ⁠to the Middle East crisis: ""If there were UUVs in the Baltic Sea trained on Russian mines, and ​then they needed to be deployed to the Strait of ‌Hormuz to detect Iranian mines, with Domino's technology, ​the Navy could be ready in a week rather than a year.""
A Navy spokesman was not immediatelyable to provide comment. (Reporting by Mike Stone in Washington; Editing by Tom Hogue)
Follow us on our official
WhatsApp channel
for breaking news alerts and key updates! Report a mistake
What is the issue about?",Domino ​says it has cut that cycle to days.,"(Reporting by Mike Stone in Washington; Editing by Tom Hogue)
Follow us on our official
WhatsApp channel
for breaking news alerts and key updates!","Spelling and grammatical
                                                            error
Factually incorrect
Story is irrelevant
This field is mandatory.",54,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,background,0.0,0.0,,en,,none,96.58,extreme,88.42,high,91.58,high,85.79,high,81.32,high,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = 0.0000 corresponds to the 86th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.0000 corresponds to the 81th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).
cal_doc_manual_standard_political_news_set_000017_000017__Russia__001,cal_local_manual_standard_political_news_set_000017_000017,Manual Standard Political News Set,,standard_political_news,mixed,Russia,Russian,"Domino ​says it has cut that cycle to days. Robinson illustrated the relevance ⁠to the Middle East crisis: ""If there were UUVs in the Baltic Sea trained on Russian mines, and ​then they needed to be deployed to the Strait of ‌Hormuz to detect Iranian mines, with Domino's technology, ​the Navy could be ready in a week rather than a year.""
A Navy spokesman was not immediatelyable to provide comment. (Reporting by Mike Stone in Washington; Editing by Tom Hogue)
Follow us on our official
WhatsApp channel
for breaking news alerts and key updates!","Before the company's involvement, updating the AI models that power the Navy's unmanned underwater vehicles (UUVs) to recognize new or previously unseen mines could take up to six months.","Robinson illustrated the relevance ⁠to the Middle East crisis: ""If there were UUVs in the Baltic Sea trained on Russian mines, and ​then they needed to be deployed to the Strait of ‌Hormuz to detect Iranian mines, with Domino's technology, ​the Navy could be ready in a week rather than a year.""
A Navy spokesman was not immediatelyable to provide comment.","Report a mistake
What is the issue about?",55,0.0,0.0,0.0,0.0,0.0,0.0,-3,-0.6,1.0,central_actor,-0.6,0.6,,en,,extreme_anchor,96.58,extreme,88.42,high,91.58,high,1.58,very_low,96.32,extreme,IDI_raw = 0.0000 corresponds to the 97th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).,EMI_raw = 0.0000 corresponds to the 88th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,MTI_raw = 0.0000 corresponds to the 92th percentile of the calibration corpus. This indicates high level relative to the empirical baseline (baseline type: standard_political_news).,IP_context = -0.6000 corresponds to the 2th percentile of the calibration corpus. This indicates very_low level relative to the empirical baseline (baseline type: standard_political_news).,IP_abs_context = 0.6000 corresponds to the 96th percentile of the calibration corpus. This indicates extreme level relative to the empirical baseline (baseline type: standard_political_news).
